Sorghum bicolor	Brachypodium distachyon	Oryza sativa	Panicum virgatum	Setaria italica	Zea mays	
Sobic.001G000100	Bradi2g42460		Pavir.4KG278600, Pavir.4KG276600	Seita.9G000900	GRMZM2G007948
Sobic.006G273900	Bradi2g39487	LOC_Os05g01635	Pavir.7NG028300	Seita.9G418600	GRMZM6G163181, GRMZM2G478807
Sobic.006G274000	Bradi5g26640	LOC_Os04g58820	Pavir.7KG367200, Pavir.7NG421500	Seita.3G008900	GRMZM2G106836, GRMZM2G106781
Sobic.006G274100	Bradi2g37930	LOC_Os04g58830	Pavir.5KG025200, Pavir.7KG356300, Pavir.5NG073100, Pavir.5NG069100, Pavir.7KG366800	Seita.3G008500	GRMZM2G127312
Sobic.006G274200	Bradi5g26620	LOC_Os04g58840	Pavir.7KG366700, Pavir.7KG390400, Pavir.7NG421200	Seita.3G008400	GRMZM2G340183, GRMZM2G541845, GRMZM2G026477
Sobic.006G274300	Bradi5g26610	LOC_Os04g58850	Pavir.7KG366600, Pavir.7NG421100	Seita.3G008300	GRMZM2G106792
Sobic.006G274400	Bradi5g26600	LOC_Os04g58860	Pavir.7KG366500, Pavir.7NG420900	Seita.3G008200	GRMZM2G406119
Sobic.006G274500	Bradi4g19230	LOC_Os11g29680	Pavir.8NG229400	Seita.8G122200	GRMZM2G172529
Sobic.006G274600	Bradi5g26580	LOC_Os04g58880	Pavir.7NG420700, Pavir.7KG366400	Seita.3G007900	GRMZM2G046590
Sobic.006G274700	Bradi5g26567	LOC_Os04g58890	Pavir.7NG420600, Pavir.7KG366300	Seita.3G007800	GRMZM5G876379, GRMZM2G406099
Sobic.006G274800	Bradi5g26560	LOC_Os04g58900	Pavir.7NG420500, Pavir.7KG366200	Seita.3G007700	GRMZM2G406074
Sobic.006G274833					
Sobic.006G274866	Bradi5g26550	LOC_Os04g58910	Pavir.7KG366100, Pavir.7NG420400	Seita.3G007600	GRMZM2G373322, GRMZM2G001934
Sobic.006G274933		LOC_Os04g58920	Pavir.7NG419900, Pavir.7KG365800	Seita.3G007400, Seita.3G007200	GRMZM2G013776
Sobic.006G275000	Bradi5g09300	LOC_Os03g44420	Pavir.4KG272600, Pavir.J698500	Seita.4G182300	GRMZM2G177224
Sobic.006G275100	Bradi2g07390	LOC_Os01g12470	Pavir.5NG019000, Pavir.5KG019800	Seita.5G015400	GRMZM2G177213
Sobic.006G275200	Bradi2g07380	LOC_Os01g12464	Pavir.5KG019900, Pavir.5NG019100	Seita.5G015500	GRMZM2G177151
Sobic.006G275300			Pavir.3KG082900	Seita.3G007100	GRMZM2G475276
Sobic.006G275401		LOC_Os04g58940	Pavir.7NG419700	Seita.3G007000	
Sobic.006G275500	Bradi5g26867	LOC_Os04g58960	Pavir.7KG365400, Pavir.7NG419600	Seita.3G006800	GRMZM2G124371
Sobic.006G275600	Bradi5g26880	LOC_Os04g58970	Pavir.7NG419500	Seita.3G006700	GRMZM5G836429
Sobic.006G275700					
Sobic.006G275800	Bradi5g26890	LOC_Os03g45320	Pavir.7KG365200, Pavir.7NG419400	Seita.3G006600	GRMZM2G104613, GRMZM5G803490
Sobic.006G275900	Bradi5g26900	LOC_Os04g58980	Pavir.7KG365100, Pavir.7NG419300	Seita.3G006500	GRMZM2G447090
Sobic.006G276000	Bradi5g26907	LOC_Os04g58990	Pavir.7NG419200, Pavir.7KG365000	Seita.3G006400	
Sobic.006G276100	Bradi5g26917	LOC_Os04g59000	Pavir.7NG419100, Pavir.7KG364900	Seita.3G006300	GRMZM2G104658
Sobic.006G276200	Bradi5g26930	LOC_Os04g59010	Pavir.4KG280000, Pavir.8KG023000, Pavir.5KG274600, Pavir.7KG364700, Pavir.7NG418900	Seita.3G006200	GRMZM5G839763, GRMZM2G104882, GRMZM2G011862, GRMZM2G476822, GRMZM5G825618, GRMZM2G361511, GRMZM2G438586, GRMZM2G083356, GRMZM2G317189, AC215225.3_FGP007, GRMZM2G306319
Sobic.006G276300	Bradi5g27020	LOC_Os04g59020	Pavir.7NG418800, Pavir.7KG364600	Seita.3G006100	AC214046.4_FGP005, GRMZM2G434557
Sobic.006G276401					
Sobic.006G276500					
Sobic.006G276533					GRMZM2G328113
Sobic.006G276566	Bradi3g37700				
Sobic.006G276600	Bradi5g27057	LOC_Os04g59120		Seita.9G299100	GRMZM2G364328
Sobic.006G276700	Bradi5g27030	LOC_Os04g59040	Pavir.7NG418600, Pavir.7KG364200	Seita.3G006000	GRMZM2G104918, GRMZM2G061928
Sobic.006G276801	Bradi1g62561, Bradi1g55067		Pavir.J107700		
Sobic.006G276900	Bradi5g27040	LOC_Os04g59050	Pavir.7KG363900, Pavir.7NG418500	Seita.3G005700	GRMZM2G331250
Sobic.006G277000	Bradi5g27050	LOC_Os04g59060	Pavir.7NG418400, Pavir.7KG363700	Seita.3G005600	GRMZM2G033379
Sobic.006G277100	Bradi5g27057	LOC_Os04g59120	Pavir.7NG418300	Seita.3G005500	GRMZM2G160175
Sobic.006G277200	Bradi5g27110	LOC_Os04g59130	Pavir.7KG363100, Pavir.7NG418100	Seita.3G005400	GRMZM2G108228
Sobic.006G277300	Bradi5g27120		Pavir.7NG418000	Seita.3G005300	GRMZM2G039011
Sobic.006G277400					
Sobic.006G277500	Bradi5g27130	LOC_Os04g59150	Pavir.7KG362900	Seita.3G005200	GRMZM2G108207, GRMZM2G108219
Sobic.006G277550					
Sobic.006G277600	Bradi5g27150, Bradi5g27160, Bradi2g17120, Bradi5g27170	LOC_Os04g59160	Pavir.7NG417800, Pavir.J196800, Pavir.7KG362700	Seita.3G005100	GRMZM2G108153
Sobic.006G277700	Bradi5g27150, Bradi5g27160, Bradi2g17120, Bradi5g27170	LOC_Os04g59160	Pavir.5KG262900, Pavir.5NG345000	Seita.3G005000	GRMZM2G136525
Sobic.006G277750	Bradi5g27230	LOC_Os04g59310	Pavir.7NG417600, Pavir.7KG362500	Seita.3G004700	GRMZM2G108624
Sobic.006G277800	Bradi5g27150, Bradi5g27160, Bradi2g17120, Bradi5g27170	LOC_Os04g59160	Pavir.5KG262900, Pavir.5NG345000	Seita.3G004800	GRMZM2G108077
Sobic.006G277900	Bradi5g27230	LOC_Os04g59310	Pavir.7NG417600, Pavir.7KG362500	Seita.3G004700	GRMZM2G108624
Sobic.006G278000	Bradi5g27240	LOC_Os04g59320	Pavir.7KG362400	Seita.3G004600	GRMZM2G081957
Sobic.006G278100	Bradi5g27260	LOC_Os04g59330	Pavir.7KG362300, Pavir.7NG417400	Seita.3G004500	GRMZM2G331027, GRMZM2G029475
Sobic.006G278200	Bradi5g27270	LOC_Os09g02400, LOC_Os04g59340, LOC_Os02g44890	Pavir.5KG107800, Pavir.4KG070500, Pavir.4KG088800, Pavir.7NG168300	Seita.4G055100, Seita.3G004200, Seita.3G004400	GRMZM2G337792
Sobic.006G278300	Bradi5g27280	LOC_Os04g59370	Pavir.7KG362200	Seita.3G003900	
Sobic.006G278400	Bradi5g27290	LOC_Os04g59380	Pavir.7KG362100	Seita.3G003800	GRMZM2G136494
Sobic.006G278500	Bradi3g20590	LOC_Os08g23730	Pavir.6KG258700, Pavir.6NG218300	Seita.6G113200	GRMZM2G136283
Sobic.006G278600	Bradi1g51390, Bradi5g27360	LOC_Os06g04660	Pavir.4NG038400, Pavir.4KG022500	Seita.3G003700	GRMZM2G114098
Sobic.006G278700	Bradi5g27367	LOC_Os04g59394	Pavir.7KG362000, Pavir.7NG417000	Seita.3G003600	GRMZM5G827171
Sobic.006G278800	Bradi5g27390	LOC_Os04g59420	Pavir.7KG361800, Pavir.7NG416800	Seita.3G003400	GRMZM5G817182
Sobic.006G278900	Bradi5g27400	LOC_Os04g59430	Pavir.7NG416700, Pavir.7KG361700	Seita.3G003300	GRMZM2G023813, GRMZM5G808366
Sobic.006G278950					
Sobic.006G279000					
Sobic.006G279100	Bradi5g27430	LOC_Os04g59450	Pavir.7KG361600, Pavir.7NG416500	Seita.3G003200	GRMZM2G110908
Sobic.006G279200	Bradi5g27460	LOC_Os04g59460	Pavir.7KG361500, Pavir.7NG416400	Seita.3G003100	AC212859.3_FGP007
Sobic.006G279400	Bradi5g27467	LOC_Os08g01330		Seita.3G003000	AC212859.3_FGP008
Sobic.006G279600					
Sobic.006G279700	Bradi5g22260	LOC_Os04g59480	Pavir.7NG416300	Seita.3G002900	GRMZM2G011590
Sobic.006G279800			Pavir.3KG391600, Pavir.9NG652500, Pavir.8NG148900, Pavir.7NG342600, Pavir.9NG534200, Pavir.3NG034900	Seita.1G223100, Seita.9G135500, Seita.2G192300	
Sobic.006G279900	Bradi5g27480	LOC_Os03g07130	Pavir.7NG416200, Pavir.7KG361100	Seita.3G002800	GRMZM2G003656
Sobic.006G280000	Bradi5g27500	LOC_Os04g59494	Pavir.7KG361000	Seita.3G002700	GRMZM2G376731
Sobic.006G280050			Pavir.7NG415700, Pavir.7KG360900	Seita.3G002400, Seita.3G002600, Seita.7G140900	GRMZM2G038013, GRMZM2G055165
Sobic.006G280100	Bradi5g00500		Pavir.2NG607900, Pavir.2KG563800	Seita.2G411700	GRMZM2G357972
Sobic.006G280200	Bradi5g27517		Pavir.7NG415600, Pavir.7KG360800	Seita.3G002500	GRMZM2G038050
Sobic.006G280250					
Sobic.006G280300	Bradi5g27530	LOC_Os04g59520	Pavir.7KG360600, Pavir.7NG415500		GRMZM2G123122
Sobic.006G280400	Bradi5g27540	LOC_Os04g59540	Pavir.7NG415400, Pavir.7KG360400	Seita.3G002200	GRMZM2G428386
Sobic.006G280500	Bradi5g27550	LOC_Os04g59550	Pavir.7NG415300, Pavir.7KG360300	Seita.3G002100	GRMZM2G127591
Sobic.006G280600	Bradi5g27560	LOC_Os04g59560	Pavir.7KG360200, Pavir.7NG414900	Seita.3G002000	GRMZM2G127581
Sobic.006G280700					
Sobic.006G280800	Bradi5g27570	LOC_Os04g59570	Pavir.7KG360100, Pavir.7NG414800	Seita.3G001900	GRMZM5G813783
Sobic.006G280900	Bradi5g27580	LOC_Os04g59580	Pavir.7KG360000, Pavir.7NG414700	Seita.3G001800	GRMZM5G864693
Sobic.006G281000	Bradi5g27590	LOC_Os04g59590		Seita.3G001700	GRMZM2G002642
Sobic.006G281066					
Sobic.006G281132	Bradi3g02122, Bradi2g37601, Bradi4g44681	LOC_Os11g01290	Pavir.4NG315100		AC214256.3_FGP005
Sobic.006G281200			Pavir.4NG315200		GRMZM2G135384, GRMZM2G106647
Sobic.006G281300			Pavir.7NG414500, Pavir.7KG359800	Seita.3G001400	
Sobic.006G281400	Bradi5g27610	LOC_Os04g59624	Pavir.9NG309000, Pavir.7NG414300, Pavir.7KG359700	Seita.3G001300	GRMZM2G138125
Sobic.006G281500	Bradi5g27617	LOC_Os04g59630	Pavir.7NG414100, Pavir.7KG358300, Pavir.9NG384900	Seita.3G001200	AC234201.1_FGP003
Sobic.006G281600	Bradi5g27630		Pavir.7KG358200, Pavir.7NG414000	Seita.3G001100	GRMZM5G800751
Sobic.006G281700	Bradi5g27640	LOC_Os01g65986	Pavir.7NG413900, Pavir.7KG358100	Seita.3G001000	GRMZM2G176881
Sobic.006G281800	Bradi5g27670		Pavir.7NG413500, Pavir.7KG357700	Seita.3G000600	
Sobic.006G281900	Bradi5g21010		Pavir.7NG413400, Pavir.7KG357600	Seita.3G000500	GRMZM2G176677
Sobic.006G282000			Pavir.7NG413300, Pavir.7KG353500	Seita.3G000400	GRMZM2G458126, GRMZM5G856180
Sobic.006G282100	Bradi1g00400	LOC_Os04g20420	Pavir.7NG413200	Seita.3G000200	GRMZM2G178062
Sobic.006G282200	Bradi5g00510		Pavir.2KG563700	Seita.2G411600	GRMZM2G177273
Sobic.006G282300	Bradi5g14580	LOC_Os04g41970	Pavir.7KG224200	Seita.7G152700	AC199765.4_FGP008, GRMZM2G178025
Sobic.007G000050		LOC_Os01g40460, LOC_Os04g45890			AC211269.3_FGP007
Sobic.007G000100	Bradi3g12902	LOC_Os08g01054	Pavir.6NG003400, Pavir.6KG263600	Seita.6G001200	GRMZM2G075628, GRMZM2G363038
Sobic.007G000200	Bradi3g12894	LOC_Os04g57870	Pavir.6NG003300, Pavir.6KG263800, Pavir.6NG003200	Seita.6G001100	GRMZM5G873295
Sobic.007G000300	Bradi3g12870	LOC_Os08g01080		Seita.6G000900	
Sobic.007G000400	Bradi3g12910	LOC_Os08g01090	Pavir.6KG263500, Pavir.6NG003500	Seita.6G001300	GRMZM2G405699, GRMZM2G125596
Sobic.007G000500	Bradi3g12920	LOC_Os08g01100	Pavir.6KG263400, Pavir.6NG003600	Seita.6G001400	GRMZM2G125648
Sobic.007G000600			Pavir.6KG263300, Pavir.6NG003700	Seita.6G001500	GRMZM2G405684
Sobic.007G000700	Bradi3g12950	LOC_Os04g58470, LOC_Os04g58504	Pavir.6NG003800	Seita.6G001600	AC220927.3_FGP010, GRMZM2G125768
Sobic.007G000800	Bradi3g12940	LOC_Os10g11110	Pavir.6NG003900	Seita.6G001800	GRMZM2G079471
Sobic.007G000900	Bradi3g12930	LOC_Os08g01130	Pavir.J203700, Pavir.6KG000500	Seita.6G001900	GRMZM2G021674
Sobic.007G001100	Bradi1g61560, Bradi2g07460	LOC_Os08g01150	Pavir.6KG000700, Pavir.6NG001500	Seita.7G032300, Seita.6G002100	GRMZM2G116629
Sobic.007G001200	Bradi3g12970	LOC_Os10g06540	Pavir.6NG001400	Seita.6G002200	GRMZM2G149843
Sobic.007G001300	Bradi3g12975	LOC_Os08g01160	Pavir.6NG001300, Pavir.6KG000900	Seita.6G002300	AC202855.3_FGP004
Sobic.007G001500	Bradi3g13000	LOC_Os08g01180	Pavir.6KG001600	Seita.6G002600	GRMZM2G021784, GRMZM2G451366
Sobic.007G001600					GRMZM2G406552
Sobic.007G001700	Bradi3g13013	LOC_Os08g01190	Pavir.6NG004400, Pavir.6KG001800	Seita.6G002800	
Sobic.007G001800	Bradi3g13020		Pavir.6NG004500, Pavir.6KG001900	Seita.6G002900	GRMZM2G358536
Sobic.007G001900	Bradi3g13027	LOC_Os08g01220	Pavir.6KG002000, Pavir.6NG004700	Seita.6G003000	GRMZM2G358540
Sobic.007G002000	Bradi3g04270	LOC_Os01g32330	Pavir.5KG233200, Pavir.3NG105100, Pavir.5NG053300, Pavir.5KG050700	Seita.5G178800, Seita.5G138300	GRMZM2G059836, GRMZM2G104041
Sobic.007G002100	Bradi3g13033	LOC_Os08g01260	Pavir.6NG004900	Seita.6G003100	GRMZM2G003669
Sobic.007G002200	Bradi1g02570	LOC_Os03g61990	Pavir.8KG219700	Seita.9G021300	GRMZM5G874478
Sobic.007G002300	Bradi3g13050, Bradi3g13060	LOC_Os08g01270	Pavir.6NG005000, Pavir.6KG002200	Seita.6G003200	GRMZM2G028709
Sobic.007G002400					
Sobic.007G002500	Bradi3g13080	LOC_Os08g01290	Pavir.6KG002300	Seita.6G003300	GRMZM2G163726
Sobic.007G002600	Bradi3g13090	LOC_Os08g01300	Pavir.6NG005200, Pavir.6KG002400	Seita.6G003400	GRMZM2G163717
Sobic.007G002700	Bradi2g60530	LOC_Os02g42150, LOC_Os02g42190	Pavir.1KG392300, Pavir.1KG392900, Pavir.1KG304100, Pavir.1NG359000	Seita.1G243300, Seita.1G243400, Seita.1G243700, Seita.1G243600	GRMZM2G362303, GRMZM2G134205, GRMZM2G050536, GRMZM2G137861, GRMZM2G059012, GRMZM2G419436
Sobic.007G002800	Bradi3g13100	LOC_Os08g01310	Pavir.6NG005300	Seita.6G003500	GRMZM2G163709
Sobic.007G002900	Bradi3g13110	LOC_Os08g01320	Pavir.6KG002600, Pavir.6NG005400	Seita.6G003600	GRMZM2G163671
Sobic.007G003000	Bradi3g13117	LOC_Os08g01330	Pavir.6NG005700	Seita.6G003700	GRMZM2G052239, GRMZM2G048826
Sobic.007G003100	Bradi3g13130	LOC_Os08g01350	Pavir.6KG004500, Pavir.6NG005800	Seita.6G003800	GRMZM2G059325
Sobic.007G003200			Pavir.7KG040900, Pavir.6NG304200, Pavir.6KG371900	Seita.7G030400, Seita.6G216800	
Sobic.007G003250					
Sobic.007G003300					
Sobic.007G003400			Pavir.6NG006200, Pavir.6KG008200, Pavir.6NG006000, Pavir.6NG005900, Pavir.6KG138500	Seita.6G003900	GRMZM2G052825, GRMZM2G384884
Sobic.007G003500			Pavir.6NG006200, Pavir.6KG008200, Pavir.6NG006000, Pavir.6NG005900, Pavir.6KG138500	Seita.6G003900	GRMZM2G052825, GRMZM2G384884
Sobic.007G003600	Bradi2g27782, Bradi2g10294, Bradi1g28860	LOC_Os06g22020, LOC_Os08g01450	Pavir.6NG006300	Seita.6G004000, Seita.6G004100	
Sobic.007G003700	Bradi2g27782, Bradi2g10294, Bradi1g28860	LOC_Os06g22020, LOC_Os08g01450	Pavir.6NG006300	Seita.6G004000, Seita.6G004100	
Sobic.007G003800					
Sobic.007G003900	Bradi2g27782, Bradi2g10294, Bradi1g28860	LOC_Os06g22020, LOC_Os08g01450	Pavir.6NG006300	Seita.6G004000, Seita.6G004100	
Sobic.007G004000	Bradi3g12990	LOC_Os08g09320	Pavir.6KG001500	Seita.6G002500	GRMZM2G003638
Sobic.007G004100	Bradi3g13220	LOC_Os08g01430	Pavir.6KG004700, Pavir.6NG006400	Seita.6G004200	GRMZM2G360352
Sobic.007G004200	Bradi3g13210	LOC_Os08g01420	Pavir.6NG006500, Pavir.6KG004900	Seita.6G006100	GRMZM2G059266, GRMZM2G039895
Sobic.007G004300	Bradi3g13200	LOC_Os08g01410	Pavir.6NG006600, Pavir.6KG005000	Seita.6G006000	GRMZM2G040033
Sobic.007G004400	Bradi3g13190	LOC_Os08g01400	Pavir.6KG005100	Seita.6G005900	GRMZM2G342963
Sobic.007G004500	Bradi3g13177	LOC_Os08g01390	Pavir.6KG005200, Pavir.6NG006800	Seita.6G005800	GRMZM2G059179, GRMZM2G040296
Sobic.007G004600	Bradi3g13170, Bradi3g13160	LOC_Os08g01380	Pavir.6KG235800, Pavir.6NG006900, Pavir.6NG007000, Pavir.6KG235900	Seita.6G005700, Seita.6G005600	GRMZM2G048313
Sobic.007G004700	Bradi3g13170, Bradi3g13160	LOC_Os08g01380	Pavir.6KG235800, Pavir.6NG006900, Pavir.6NG007000, Pavir.6KG235900		
Sobic.007G004750					
Sobic.007G004800	Bradi3g13170, Bradi3g13160	LOC_Os08g01380	Pavir.6KG235800, Pavir.6NG006900, Pavir.6NG007000, Pavir.6KG235900		
Sobic.007G004850					
Sobic.007G004900	Bradi3g13150	LOC_Os08g01370	Pavir.6KG235700	Seita.6G005400	GRMZM2G122357
Sobic.007G005000		LOC_Os02g06830, LOC_Os01g61110, LOC_Os08g20480, LOC_Os10g34880, LOC_Os04g25680, LOC_Os07g01280, LOC_Os09g11380		Seita.4G061000, Seita.2G222300	
Sobic.007G005100					
Sobic.007G005200	Bradi5g27517	LOC_Os04g59510	Pavir.7NG415600, Pavir.7KG360800	Seita.3G002500	GRMZM2G515800
Sobic.007G005300	Bradi3g13140	LOC_Os08g01360	Pavir.6KG005300	Seita.6G005200	GRMZM2G157925, GRMZM2G423956
Sobic.007G005400	Bradi4g41060	LOC_Os05g26902, LOC_Os05g26926	Pavir.6KG172000, Pavir.6NG053900, Pavir.8NG216700	Seita.6G063600	GRMZM2G091811, GRMZM2G013934, GRMZM5G851710, GRMZM5G856084
Sobic.007G005500	Bradi2g12380	LOC_Os01g22630	Pavir.5NG346800, Pavir.5KG253400, Pavir.5KG259900	Seita.5G156800	GRMZM2G098174, GRMZM2G056573
Sobic.007G005600		LOC_Os08g01530	Pavir.6KG008400, Pavir.6NG007500	Seita.6G005100	GRMZM2G098182
Sobic.007G005700	Bradi3g13230	LOC_Os08g01550	Pavir.6NG007600, Pavir.6KG008500	Seita.6G005000	GRMZM2G004375
Sobic.007G005800	Bradi1g21846, Bradi1g07686, Bradi4g26255				
Sobic.007G005850					
Sobic.007G005900	Bradi1g21846, Bradi1g07686, Bradi4g26255				
Sobic.007G006000			Pavir.6NG027300		
Sobic.007G006100		LOC_Os12g13550	Pavir.6KG009500, Pavir.6KG009300, Pavir.6KG008800, Pavir.6KG042900		
Sobic.007G006200		LOC_Os12g13550	Pavir.6KG009500, Pavir.6KG009300, Pavir.6KG008800, Pavir.6KG042900		
Sobic.007G006300			Pavir.5KG458600, Pavir.8KG242000, Pavir.7KG279800	Seita.5G228800, Seita.2G359000, Seita.5G228400	
Sobic.007G006350					
Sobic.007G006400		LOC_Os05g04000, LOC_Os05g03960, LOC_Os05g03934	Pavir.7NG016400		
Sobic.007G006501	Bradi2g47171		Pavir.5KG484900		AC193632.2_FGP002
Sobic.007G006600	Bradi3g13250	LOC_Os08g01590	Pavir.6KG009600, Pavir.6NG008100	Seita.6G007000	GRMZM2G004396, GRMZM2G078389
Sobic.007G006700	Bradi3g13260	LOC_Os08g01600	Pavir.6KG009700	Seita.6G007100	GRMZM2G004435
Sobic.007G006800	Bradi2g50550	LOC_Os12g08140	Pavir.5NG507700	Seita.5G326600	GRMZM2G137894
Sobic.007G006900	Bradi5g21520	LOC_Os08g01620	Pavir.6NG009100, Pavir.6KG010100	Seita.6G007400	GRMZM6G923769
Sobic.007G007000	Bradi1g10090	LOC_Os08g01610	Pavir.6KG009900, Pavir.6NG009000	Seita.6G007300	GRMZM5G863229
Sobic.007G007100			Pavir.8KG046100, Pavir.6KG010600, Pavir.6NG009500, Pavir.6NG036800, Pavir.6KG010700, Pavir.6KG195700		
Sobic.007G007200					
Sobic.007G007250					
Sobic.007G007300	Bradi1g41890	LOC_Os06g27980	Pavir.4KG122400	Seita.4G150500	GRMZM2G015352
Sobic.007G007400	Bradi1g21846, Bradi1g07686, Bradi4g26255		Pavir.6NG009600, Pavir.J389700, Pavir.6KG010900, Pavir.6KG010800		GRMZM5G861268, GRMZM2G031958
Sobic.007G007600	Bradi1g21846, Bradi1g07686, Bradi4g26255		Pavir.6NG009600, Pavir.J389700, Pavir.6KG010900, Pavir.6KG010800		GRMZM5G861268, GRMZM2G031958
Sobic.007G007650			Pavir.8KG046100, Pavir.6KG010600, Pavir.6NG009500, Pavir.6NG036800, Pavir.6KG010700, Pavir.6KG195700		
Sobic.007G007700	Bradi1g21846, Bradi1g07686, Bradi4g26255		Pavir.6KG041600, Pavir.9NG204700, Pavir.6KG181700		
Sobic.007G007800	Bradi1g10100	LOC_Os08g01630	Pavir.6NG009900	Seita.6G007500	GRMZM2G086346, GRMZM2G396076, GRMZM2G000592
Sobic.007G007900	Bradi3g13270	LOC_Os08g01660, LOC_Os12g18880	Pavir.6NG010000, Pavir.6KG063100, Pavir.6NG064400	Seita.6G007600	GRMZM5G878754, GRMZM2G542994
Sobic.007G008000	Bradi3g13275	LOC_Os12g18560, LOC_Os08g01670	Pavir.6NG010100, Pavir.6KG362600, Pavir.J199600	Seita.6G007700	AC186577.3_FGP006
Sobic.007G008100	Bradi3g13275	LOC_Os12g18560, LOC_Os08g01670	Pavir.6KG005400, Pavir.6NG010200	Seita.6G007800	GRMZM2G101945
Sobic.007G008200	Bradi3g13275	LOC_Os12g18560, LOC_Os08g01670			GRMZM2G300141, GRMZM5G891247
Sobic.007G008300	Bradi3g00132		Pavir.6NG010400, Pavir.6KG005500	Seita.6G008100	GRMZM2G009627
Sobic.007G008400	Bradi4g45531		Pavir.6NG010500		GRMZM2G313316
Sobic.007G008500	Bradi3g13300	LOC_Os08g01700	Pavir.J177700, Pavir.6NG010600	Seita.6G008300	GRMZM5G817854, GRMZM5G818776, GRMZM5G812883, GRMZM2G354618
Sobic.007G008600	Bradi3g13307	LOC_Os08g01710	Pavir.6KG005800, Pavir.6NG010800	Seita.6G008400	GRMZM2G118378
Sobic.007G008700	Bradi1g74220, Bradi1g74200, Bradi1g74187, Bradi1g19456, Bradi1g19420, Bradi1g19450, Bradi1g19434, Bradi1g19400	LOC_Os07g45510, LOC_Os07g45460, LOC_Os07g45490, LOC_Os07g45550, LOC_Os07g35960, LOC_Os07g45560, LOC_Os07g46060, LOC_Os07g46130, LOC_Os07g46080, LOC_Os07g45570, LOC_Os07g46090	Pavir.1KG169400, Pavir.1NG172100, Pavir.1KG169500, Pavir.2NG494500, Pavir.2NG483400, Pavir.2KG566800, Pavir.2KG596300	Seita.1G126200, Seita.2G414100	
Sobic.007G008800	Bradi3g13320	LOC_Os08g01740	Pavir.6KG005900, Pavir.6NG011700, Pavir.6NG010900	Seita.6G008500	GRMZM2G135568, GRMZM5G834205
Sobic.007G008900	Bradi3g13330	LOC_Os08g01750	Pavir.6NG011800, Pavir.6NG011000	Seita.6G008600	GRMZM5G871143
Sobic.007G009000	Bradi3g11250		Pavir.1KG243800, Pavir.1NG161300	Seita.1G147900	GRMZM2G552322, GRMZM2G135547
Sobic.007G009100	Bradi3g13345	LOC_Os08g01760	Pavir.6KG006400, Pavir.6NG011900, Pavir.6NG011100	Seita.6G008800	GRMZM2G135526, GRMZM2G024303
Sobic.007G009200	Bradi3g13360	LOC_Os08g01770	Pavir.6KG006500, Pavir.6NG012000, Pavir.6NG011200	Seita.6G009100	GRMZM2G178192
Sobic.007G009300	Bradi3g13370	LOC_Os08g01780, LOC_Os06g24850	Pavir.6KG006700, Pavir.6NG012500	Seita.6G009300	GRMZM2G059544
Sobic.007G009400	Bradi3g13380	LOC_Os08g01794, LOC_Os06g24870	Pavir.6KG006900, Pavir.6NG012600	Seita.6G009400	GRMZM2G059432
Sobic.007G009500	Bradi3g13384	LOC_Os08g01830	Pavir.6KG007000, Pavir.6NG012700	Seita.6G009500	GRMZM2G359260, GRMZM2G116685
Sobic.007G009600		LOC_Os01g46790	Pavir.5KG427200, Pavir.5NG409600	Seita.5G249600	GRMZM2G373589
Sobic.007G009700	Bradi3g13410	LOC_Os08g01840	Pavir.6NG012800, Pavir.6KG007300	Seita.1G024700	GRMZM2G005737
Sobic.007G009800			Pavir.8NG094200, Pavir.8KG115900, Pavir.6NG102400, Pavir.8NG202200, Pavir.8KG115600	Seita.8G068900	
Sobic.007G009900					
Sobic.007G010000		LOC_Os02g01550	Pavir.6KG007400	Seita.6G009700	
Sobic.007G010100				Seita.6G009800, Seita.6G010400	
Sobic.007G010200				Seita.6G009800, Seita.6G010400	
Sobic.007G010300	Bradi5g22520	LOC_Os08g43840	Pavir.4NG338100		GRMZM2G007267
Sobic.007G010350					
Sobic.007G010400					
Sobic.007G010550					
Sobic.007G010700		LOC_Os02g01550	Pavir.6KG007400	Seita.6G009700	
Sobic.007G010800	Bradi1g09110, Bradi1g33800	LOC_Os01g01420, LOC_Os02g55200	Pavir.5NG153700, Pavir.5KG151100	Seita.8G037600, Seita.5G069000	GRMZM2G049672
Sobic.007G010900	Bradi3g13420	LOC_Os08g01850	Pavir.6KG008000, Pavir.6NG013100	Seita.6G009600	GRMZM2G005583
Sobic.007G011000	Bradi3g13440	LOC_Os08g01880	Pavir.6NG013700, Pavir.4KG112600	Seita.6G010600	GRMZM2G367941
Sobic.007G011100					
Sobic.007G011200	Bradi3g13450	LOC_Os08g01890	Pavir.6KG011800	Seita.6G010700	GRMZM2G057509
Sobic.007G011300	Bradi3g13467	LOC_Os08g01920	Pavir.6KG012400	Seita.6G010900	GRMZM2G023335, GRMZM2G318860
Sobic.007G011400	Bradi1g20170, Bradi3g17252	LOC_Os08g01900	Pavir.J473500, Pavir.6KG012300	Seita.6G010800	GRMZM2G057436
Sobic.007G011500			Pavir.6KG002900		
Sobic.007G011600	Bradi3g13480	LOC_Os08g01930		Seita.6G011000	GRMZM2G158153, GRMZM2G172258
Sobic.007G011700	Bradi3g13487, Bradi3g13520	LOC_Os08g01940	Pavir.6KG056000	Seita.6G011100	GRMZM2G374827
Sobic.007G011800	Bradi3g12880	LOC_Os08g01070	Pavir.6NG003100	Seita.6G001000	GRMZM2G073521
Sobic.007G011900				Seita.3G272000	
